date,item_id,sales,price,promo,weekday,month,year,day,revenue
2021-03-09,0,1.6,-0.9648397104446741,0,1,3,2021,9,-0.06597159556302143
2021-03-10,0,2.0,-0.9648397104446741,0,2,3,2021,10,0.052310810623203974
2021-03-11,0,1.8,-0.9648397104446741,0,3,3,2021,11,-0.006830392469908731
2021-03-12,0,1.2,-0.9648397104446741,0,4,3,2021,12,-0.1842540017492467
2021-03-13,0,0.8,-0.9648397104446741,0,5,3,2021,13,-0.3025364079354721
2021-03-14,0,0.75,-0.9648397104446741,0,6,3,2021,14,-0.3173217087087503
2021-03-15,0,1.2,-0.9648397104446741,0,0,3,2021,15,-0.1842540017492467
2021-03-16,0,1.8,-0.9648397104446741,0,1,3,2021,16,-0.006830392469908731
2021-03-17,0,1.9,-0.9648397104446741,0,2,3,2021,17,0.022740209076647543
2021-03-18,0,1.75,-0.9648397104446741,0,3,3,2021,18,-0.02161569324318687
2021-03-19,0,1.2,-0.9648397104446741,0,4,3,2021,19,-0.1842540017492467
2021-03-20,0,0.55,-0.9648397104446741,0,5,3,2021,20,-0.3764629118018629
2021-03-21,0,1.05,-0.9648397104446741,0,6,3,2021,21,-0.22860990406908124
2021-03-22,0,1.2,-0.9648397104446741,0,0,3,2021,22,-0.1842540017492467
2021-03-23,0,1.7,-0.9648397104446741,0,1,3,2021,23,-0.036400994016465
2021-03-24,0,1.9,-0.9648397104446741,0,2,3,2021,24,0.022740209076647543
2021-03-25,0,1.85,-0.9648397104446741,0,3,3,2021,25,0.007954908303369406
2021-03-26,0,1.55,-0.9648397104446741,0,4,3,2021,26,-0.08075689633629957
2021-03-27,0,0.9,-0.9648397104446741,0,5,3,2021,27,-0.27296580638891577
2021-03-28,0,2.05,-1.074974146845915,1,6,3,2021,28,-0.13694103927475665
2021-03-29,0,1.4,-0.9648397104446741,0,0,3,2021,29,-0.12511279865613414
2021-03-30,0,1.9,-0.9648397104446741,0,1,3,2021,30,0.022740209076647543
2021-03-31,0,1.8,-0.9648397104446741,0,2,3,2021,31,-0.006830392469908731
2021-04-01,0,1.85,-0.9648397104446741,0,3,4,2021,1,0.007954908303369406
2021-04-02,0,1.15,-0.9648397104446741,0,4,4,2021,2,-0.19903930252252497
2021-04-03,0,0.9,-0.9648397104446741,0,5,4,2021,3,-0.27296580638891577
2021-04-04,0,1.0,-0.9648397104446741,0,6,4,2021,4,-0.24339520484235938
2021-04-05,0,1.4,-0.9648397104446741,0,0,4,2021,5,-0.12511279865613414
2021-04-06,0,1.9,-0.9648397104446741,0,1,4,2021,6,0.022740209076647543
2021-04-07,0,1.8,-0.9648397104446741,0,2,4,2021,7,-0.006830392469908731
2021-04-08,0,1.5,-0.9648397104446741,0,3,4,2021,8,-0.0955421971095777
2021-04-09,0,0.95,-0.9648397104446741,0,4,4,2021,9,-0.2581805056156376
2021-04-10,0,0.85,-0.9648397104446741,0,5,4,2021,10,-0.287751107162194
2021-04-11,0,1.0,-0.9648397104446741,0,6,4,2021,11,-0.24339520484235938
2021-04-13,0,2.0,-0.9648397104446741,0,1,4,2021,13,0.052310810623203974
2021-04-14,0,1.85,-0.9648397104446741,0,2,4,2021,14,0.007954908303369406
2021-04-15,0,1.65,-0.9648397104446741,0,3,4,2021,15,-0.0511862947897433
2021-04-16,0,0.9,-0.9648397104446741,0,4,4,2021,16,-0.27296580638891577
2021-04-17,0,1.85,-1.074974146845915,1,5,4,2021,17,-0.18425400174924686
2021-04-18,0,1.0,-0.9648397104446741,0,6,4,2021,18,-0.24339520484235938
2021-04-19,0,1.45,-0.9648397104446741,0,0,4,2021,19,-0.11032749788285584
2021-04-20,0,1.7,-0.9648397104446741,0,1,4,2021,20,-0.036400994016465
2021-04-21,0,1.85,-0.9648397104446741,0,2,4,2021,21,0.007954908303369406
2021-04-22,0,1.3,-0.9648397104446741,0,3,4,2021,22,-0.15468340020269042
2021-04-23,0,1.0,-0.9648397104446741,0,4,4,2021,23,-0.24339520484235938
2021-04-24,0,0.9,-0.9648397104446741,0,5,4,2021,24,-0.27296580638891577
2021-04-25,0,0.95,-0.9648397104446741,0,6,4,2021,25,-0.2581805056156376
2021-04-26,0,1.35,-0.9648397104446741,0,0,4,2021,26,-0.13989809942941228
2021-04-28,0,1.8,-0.9648397104446741,0,2,4,2021,28,-0.006830392469908731
2021-04-29,0,1.4,-0.9648397104446741,0,3,4,2021,29,-0.12511279865613414
2021-04-30,0,1.15,-0.9648397104446741,0,4,4,2021,30,-0.19903930252252497
2021-05-01,0,0.8,-0.9648397104446741,0,5,5,2021,1,-0.3025364079354721
2021-05-02,0,0.9,-0.9648397104446741,0,6,5,2021,2,-0.27296580638891577
2021-05-04,0,1.35,-0.9648397104446741,0,1,5,2021,4,-0.13989809942941228
2021-05-05,0,1.95,-0.9648397104446741,0,2,5,2021,5,0.03752550984992584
2021-05-06,0,1.4,-0.9648397104446741,0,3,5,2021,6,-0.12511279865613414
2021-05-07,0,0.9,-0.9648397104446741,0,4,5,2021,7,-0.27296580638891577
2021-05-08,0,0.8,-0.9648397104446741,0,5,5,2021,8,-0.3025364079354721
2021-05-09,0,0.75,-0.9648397104446741,0,6,5,2021,9,-0.3173217087087503
2021-05-10,0,1.4,-0.9648397104446741,0,0,5,2021,10,-0.12511279865613414
2021-05-11,0,1.7,-0.9648397104446741,0,1,5,2021,11,-0.036400994016465
2021-05-12,0,1.8,-0.9648397104446741,0,2,5,2021,12,-0.006830392469908731
2021-05-13,0,1.2,-0.9648397104446741,0,3,5,2021,13,-0.1842540017492467
2021-05-14,0,1.15,-0.9648397104446741,0,4,5,2021,14,-0.19903930252252497
2021-05-15,0,0.7,-0.9648397104446741,0,5,5,2021,15,-0.3321070094820284
2021-05-16,0,0.7,-0.9648397104446741,0,6,5,2021,16,-0.3321070094820284
2021-05-17,0,1.2,-0.9648397104446741,0,0,5,2021,17,-0.1842540017492467
2021-05-18,0,1.3,-0.9648397104446741,0,1,5,2021,18,-0.15468340020269042
2021-05-19,0,1.7,-0.9648397104446741,0,2,5,2021,19,-0.036400994016465
2021-05-20,0,1.2,-0.9648397104446741,0,3,5,2021,20,-0.1842540017492467
2021-05-21,0,1.9,-1.074974146845915,1,4,5,2021,21,-0.17242576113062433
2021-05-22,0,0.4,-0.9648397104446741,0,5,5,2021,22,-0.4208188141216974
2021-05-23,0,0.9,-0.9648397104446741,0,6,5,2021,23,-0.27296580638891577
2021-05-24,0,1.0,-0.9648397104446741,0,0,5,2021,24,-0.24339520484235938
2021-05-25,0,1.75,-0.9648397104446741,0,1,5,2021,25,-0.02161569324318687
2021-05-26,0,1.5,-0.9648397104446741,0,2,5,2021,26,-0.0955421971095777
2021-05-27,0,1.05,-0.9648397104446741,0,3,5,2021,27,-0.22860990406908124
2021-05-28,0,0.7,-0.9648397104446741,0,4,5,2021,28,-0.3321070094820284
2021-05-29,0,0.8,-0.9648397104446741,0,5,5,2021,29,-0.3025364079354721
2021-05-30,0,0.65,-0.9648397104446741,0,6,5,2021,30,-0.3468923102553066
2021-05-31,0,0.95,-0.9648397104446741,0,0,5,2021,31,-0.2581805056156376
2021-06-01,0,1.45,-0.9648397104446741,0,1,6,2021,1,-0.11032749788285584
2021-06-02,0,1.6,-0.9648397104446741,0,2,6,2021,2,-0.06597159556302143
2021-06-03,0,1.4,-0.9648397104446741,0,3,6,2021,3,-0.12511279865613414
2021-06-04,0,1.0,-0.9648397104446741,0,4,6,2021,4,-0.24339520484235938
2021-06-05,0,0.5,-0.9648397104446741,0,5,6,2021,5,-0.39124821257514114
2021-06-06,0,0.4,-0.9648397104446741,0,6,6,2021,6,-0.4208188141216974
2021-06-07,0,0.95,-0.9648397104446741,0,0,6,2021,7,-0.2581805056156376
2021-06-08,0,1.4,-0.9648397104446741,0,1,6,2021,8,-0.12511279865613414
2021-06-09,0,1.3,-0.9648397104446741,0,2,6,2021,9,-0.15468340020269042
2021-06-10,0,1.0,-0.9648397104446741,0,3,6,2021,10,-0.24339520484235938
2021-06-11,0,0.8,-0.9648397104446741,0,4,6,2021,11,-0.3025364079354721
2021-06-12,0,0.5,-0.9648397104446741,0,5,6,2021,12,-0.39124821257514114
2021-06-13,0,0.55,-0.9648397104446741,0,6,6,2021,13,-0.3764629118018629
2021-06-14,0,0.8,-0.9648397104446741,0,0,6,2021,14,-0.3025364079354721
2021-06-16,0,1.2,-0.9648397104446741,0,2,6,2021,16,-0.1842540017492467
2021-06-18,0,0.85,-0.9648397104446741,0,4,6,2021,18,-0.287751107162194
2021-06-19,0,0.15,-0.9648397104446741,0,5,6,2021,19,-0.4947453179880883
2021-06-20,0,0.35,-0.9648397104446741,0,6,6,2021,20,-0.43560411489497564
2021-06-21,0,0.6,-0.9648397104446741,0,0,6,2021,21,-0.3616776110285848
2021-06-22,0,1.1,-0.9648397104446741,0,1,6,2021,22,-0.2138246032958031
2021-06-23,0,1.25,-0.9648397104446741,0,2,6,2021,23,-0.16946870097596856
2021-06-24,0,0.8,-0.9648397104446741,0,3,6,2021,24,-0.3025364079354721
2021-06-25,0,0.45,-0.9648397104446741,0,4,6,2021,25,-0.4060335133484193
2021-06-26,0,0.2,-0.9648397104446741,0,5,6,2021,26,-0.47996001721481013
2021-06-27,0,0.45,-0.9648397104446741,0,6,6,2021,27,-0.4060335133484193
2021-06-28,0,0.8,-0.9648397104446741,0,0,6,2021,28,-0.3025364079354721
2021-06-29,0,1.0,-0.9648397104446741,0,1,6,2021,29,-0.24339520484235938
2021-07-01,0,2.0,-1.074974146845915,1,3,7,2021,1,-0.14876927989337915
2021-07-02,0,0.5,-0.9648397104446741,0,4,7,2021,2,-0.39124821257514114
2021-07-03,0,0.55,-0.9648397104446741,0,5,7,2021,3,-0.3764629118018629
2021-07-04,0,1.45,-1.074974146845915,1,6,7,2021,4,-0.2788799266982271
2021-07-05,0,0.5,-0.9648397104446741,0,0,7,2021,5,-0.39124821257514114
2021-07-06,0,1.15,-0.9648397104446741,0,1,7,2021,6,-0.19903930252252497
2021-07-08,0,0.65,-0.9648397104446741,0,3,7,2021,8,-0.3468923102553066
2021-07-09,0,0.6,-0.9648397104446741,0,4,7,2021,9,-0.3616776110285848
2021-07-10,0,0.5,-0.9648397104446741,0,5,7,2021,10,-0.39124821257514114
2021-07-11,0,1.0,-1.074974146845915,1,6,7,2021,11,-0.3853340922658299
2021-07-12,0,1.5,-1.074974146845915,1,0,7,2021,12,-0.26705168607960456
2021-07-14,0,1.05,-0.9648397104446741,0,2,7,2021,14,-0.22860990406908124
2021-07-15,0,0.85,-0.9648397104446741,0,3,7,2021,15,-0.287751107162194
2021-07-16,0,0.45,-0.9648397104446741,0,4,7,2021,16,-0.4060335133484193
2021-07-17,0,0.25,-0.9648397104446741,0,5,7,2021,17,-0.465174716441532
2021-07-18,0,0.05,-0.9648397104446741,0,6,7,2021,18,-0.5243159195346446
2021-07-19,0,0.7,-0.9648397104446741,0,0,7,2021,19,-0.3321070094820284
2021-07-20,0,1.0,-0.9648397104446741,0,1,7,2021,20,-0.24339520484235938
2021-07-21,0,0.85,-0.9648397104446741,0,2,7,2021,21,-0.287751107162194
2021-07-22,0,0.7,-0.9648397104446741,0,3,7,2021,22,-0.3321070094820284
2021-07-23,0,0.1,-0.9648397104446741,0,4,7,2021,23,-0.5095306187613665
2021-07-24,0,0.2,-0.9648397104446741,0,5,7,2021,24,-0.47996001721481013
2021-07-25,0,0.3,-0.9648397104446741,0,6,7,2021,25,-0.4503894156682538
2021-07-26,0,0.45,-0.9648397104446741,0,0,7,2021,26,-0.4060335133484193
2021-07-27,0,0.95,-0.9648397104446741,0,1,7,2021,27,-0.2581805056156376
2021-07-28,0,0.75,-0.9648397104446741,0,2,7,2021,28,-0.3173217087087503
2021-07-29,0,0.7,-0.9648397104446741,0,3,7,2021,29,-0.3321070094820284
2021-07-30,0,0.15,-0.9648397104446741,0,4,7,2021,30,-0.4947453179880883
2021-07-31,0,0.05,-0.9648397104446741,0,5,7,2021,31,-0.5243159195346446
2021-08-01,0,0.1,-0.9648397104446741,0,6,8,2021,1,-0.5095306187613665
2021-08-02,0,0.45,-0.9648397104446741,0,0,8,2021,2,-0.4060335133484193
2021-08-03,0,0.65,-0.9648397104446741,0,1,8,2021,3,-0.3468923102553066
2021-08-04,0,0.7,-0.9648397104446741,0,2,8,2021,4,-0.3321070094820284
2021-08-05,0,0.65,-0.9648397104446741,0,3,8,2021,5,-0.3468923102553066
2021-08-06,0,0.15,-0.9648397104446741,0,4,8,2021,6,-0.4947453179880883
2021-08-07,0,-0.2,-0.9648397104446741,0,5,8,2021,7,-0.5982424234010355
2021-08-08,0,0.35,-0.9648397104446741,0,6,8,2021,8,-0.43560411489497564
2021-08-09,0,0.55,-0.9648397104446741,0,0,8,2021,9,-0.3764629118018629
2021-08-10,0,1.45,-1.074974146845915,1,1,8,2021,10,-0.2788799266982271
2021-08-11,0,0.8,-0.9648397104446741,0,2,8,2021,11,-0.3025364079354721
2021-08-12,0,1.35,-1.074974146845915,1,3,8,2021,12,-0.30253640793547215
2021-08-13,0,0.2,-0.9648397104446741,0,4,8,2021,13,-0.47996001721481013
2021-08-14,0,0.0,-0.9648397104446741,0,5,8,2021,14,-0.5391012203079228
2021-08-15,0,0.0,-0.9648397104446741,0,6,8,2021,15,-0.5391012203079228
2021-08-16,0,0.2,-0.9648397104446741,0,0,8,2021,16,-0.47996001721481013
2021-08-17,0,0.45,-0.9648397104446741,0,1,8,2021,17,-0.4060335133484193
2021-08-18,0,0.45,-0.9648397104446741,0,2,8,2021,18,-0.4060335133484193
2021-08-19,0,1.2,-1.074974146845915,1,3,8,2021,19,-0.3380211297913398
2021-08-20,0,0.1,-0.9648397104446741,0,4,8,2021,20,-0.5095306187613665
2021-08-21,0,-0.15,-0.9648397104446741,0,5,8,2021,21,-0.5834571226277573
2021-08-22,0,0.1,-0.9648397104446741,0,6,8,2021,22,-0.5095306187613665
2021-08-23,0,0.45,-0.9648397104446741,0,0,8,2021,23,-0.4060335133484193
2021-08-24,0,0.4,-0.9648397104446741,0,1,8,2021,24,-0.4208188141216974
2021-08-25,0,0.6,-0.9648397104446741,0,2,8,2021,25,-0.3616776110285848
2021-08-26,0,0.45,-0.9648397104446741,0,3,8,2021,26,-0.4060335133484193
2021-08-27,0,0.15,-0.9648397104446741,0,4,8,2021,27,-0.4947453179880883
2021-08-28,0,-0.1,-0.9648397104446741,0,5,8,2021,28,-0.5686718218544791
2021-08-29,0,0.05,-0.9648397104446741,0,6,8,2021,29,-0.5243159195346446
2021-08-30,0,0.25,-0.9648397104446741,0,0,8,2021,30,-0.465174716441532
2021-08-31,0,0.25,-0.9648397104446741,0,1,8,2021,31,-0.465174716441532
2021-09-01,0,1.6,-1.074974146845915,1,2,9,2021,1,-0.24339520484235946
2021-09-02,0,0.45,-0.9648397104446741,0,3,9,2021,2,-0.4060335133484193
2021-09-03,0,-0.05,-0.9648397104446741,0,4,9,2021,3,-0.553886521081201
2021-09-04,0,-0.15,-0.9648397104446741,0,5,9,2021,4,-0.5834571226277573
2021-09-05,0,0.05,-0.9648397104446741,0,6,9,2021,5,-0.5243159195346446
2021-09-06,0,0.9,-1.074974146845915,1,0,9,2021,6,-0.408990573503075
2021-09-07,0,0.55,-0.9648397104446741,0,1,9,2021,7,-0.3764629118018629
2021-09-08,0,0.8,-0.9648397104446741,0,2,9,2021,8,-0.3025364079354721
2021-09-09,0,0.15,-0.9648397104446741,0,3,9,2021,9,-0.4947453179880883
2021-09-10,0,-0.2,-0.9648397104446741,0,4,9,2021,10,-0.5982424234010355
2021-09-11,0,0.5,-1.074974146845915,1,5,9,2021,11,-0.5036164984520553
2021-09-12,0,0.0,-0.9648397104446741,0,6,9,2021,12,-0.5391012203079228
2021-09-13,0,0.1,-0.9648397104446741,0,0,9,2021,13,-0.5095306187613665
2021-09-14,0,0.6,-0.9648397104446741,0,1,9,2021,14,-0.3616776110285848
2021-09-15,0,1.15,-1.074974146845915,1,2,9,2021,15,-0.3498493704099623
2021-09-16,0,0.35,-0.9648397104446741,0,3,9,2021,16,-0.43560411489497564
2021-09-17,0,0.6,-1.074974146845915,1,4,9,2021,17,-0.4799600172148102
2021-09-18,0,0.1,-0.9648397104446741,0,5,9,2021,18,-0.5095306187613665
2021-09-19,0,0.2,-0.9648397104446741,0,6,9,2021,19,-0.47996001721481013
2021-09-20,0,0.0,-0.9648397104446741,0,0,9,2021,20,-0.5391012203079228
2021-09-21,0,0.3,-0.9648397104446741,0,1,9,2021,21,-0.4503894156682538
2021-09-22,0,0.55,-0.9648397104446741,0,2,9,2021,22,-0.3764629118018629
2021-09-23,0,0.2,-0.9648397104446741,0,3,9,2021,23,-0.47996001721481013
2021-09-24,0,0.0,-0.9648397104446741,0,4,9,2021,24,-0.5391012203079228
2021-09-25,0,-0.2,-0.9648397104446741,0,5,9,2021,25,-0.5982424234010355
2021-09-26,0,-0.4,-0.9648397104446741,0,6,9,2021,26,-0.6573836264941482
2021-09-27,0,0.1,-0.9648397104446741,0,0,9,2021,27,-0.5095306187613665
2021-09-28,0,1.1,-1.074974146845915,1,1,9,2021,28,-0.3616776110285848
2021-09-29,0,0.35,-0.9648397104446741,0,2,9,2021,29,-0.43560411489497564
2021-09-30,0,1.3,-1.074974146845915,1,3,9,2021,30,-0.3143646485540947
2021-10-01,0,0.5,-1.074974146845915,1,4,10,2021,1,-0.5036164984520553
2021-10-02,0,-0.05,-0.9648397104446741,0,5,10,2021,2,-0.553886521081201
2021-10-03,0,-0.15,-0.9648397104446741,0,6,10,2021,3,-0.5834571226277573
2021-10-04,0,0.05,-0.9648397104446741,0,0,10,2021,4,-0.5243159195346446
2021-10-05,0,0.45,-0.9648397104446741,0,1,10,2021,5,-0.4060335133484193
2021-10-06,0,0.45,-0.9648397104446741,0,2,10,2021,6,-0.4060335133484193
2021-10-07,0,0.35,-0.9648397104446741,0,3,10,2021,7,-0.43560411489497564
2021-10-08,0,0.15,-0.9648397104446741,0,4,10,2021,8,-0.4947453179880883
2021-10-09,0,-0.2,-0.9648397104446741,0,5,10,2021,9,-0.5982424234010355
2021-10-10,0,-0.2,-0.9648397104446741,0,6,10,2021,10,-0.5982424234010355
2021-10-11,0,-0.05,-0.9648397104446741,0,0,10,2021,11,-0.553886521081201
2021-10-12,0,0.25,-0.9648397104446741,0,1,10,2021,12,-0.465174716441532
2021-10-13,0,0.85,-0.9648397104446741,0,2,10,2021,13,-0.287751107162194
2021-10-14,0,0.45,-0.9648397104446741,0,3,10,2021,14,-0.4060335133484193
2021-10-15,0,-0.2,-0.9648397104446741,0,4,10,2021,15,-0.5982424234010355
2021-10-16,0,-0.35,-0.9648397104446741,0,5,10,2021,16,-0.6425983257208701
2021-10-17,0,-0.05,-0.9648397104446741,0,6,10,2021,17,-0.553886521081201
2021-10-18,0,1.0,-1.074974146845915,1,0,10,2021,18,-0.3853340922658299
2021-10-19,0,0.45,-0.9648397104446741,0,1,10,2021,19,-0.4060335133484193
2021-10-20,0,0.4,-0.9648397104446741,0,2,10,2021,20,-0.4208188141216974
2021-10-21,0,0.25,-0.9648397104446741,0,3,10,2021,21,-0.465174716441532
2021-10-22,0,0.1,-0.9648397104446741,0,4,10,2021,22,-0.5095306187613665
2021-10-23,0,-0.15,-0.9648397104446741,0,5,10,2021,23,-0.5834571226277573
2021-10-24,0,-0.4,-0.9648397104446741,0,6,10,2021,24,-0.6573836264941482
2021-10-25,0,0.15,-0.9648397104446741,0,0,10,2021,25,-0.4947453179880883
2021-10-26,0,0.3,-0.9648397104446741,0,1,10,2021,26,-0.4503894156682538
2021-10-27,0,0.5,-0.9648397104446741,0,2,10,2021,27,-0.39124821257514114
2021-10-28,0,0.8,-0.9648397104446741,0,3,10,2021,28,-0.3025364079354721
2021-10-29,0,0.1,-0.9648397104446741,0,4,10,2021,29,-0.5095306187613665
2021-10-30,0,-0.15,-0.9648397104446741,0,5,10,2021,30,-0.5834571226277573
2021-10-31,0,0.1,-0.9648397104446741,0,6,10,2021,31,-0.5095306187613665
2021-11-01,0,0.3,-0.9648397104446741,0,0,11,2021,1,-0.4503894156682538
2021-11-02,0,0.55,-0.9648397104446741,0,1,11,2021,2,-0.3764629118018629
2021-11-03,0,0.65,-0.9648397104446741,0,2,11,2021,3,-0.3468923102553066
2021-11-04,0,0.7,-0.9648397104446741,0,3,11,2021,4,-0.3321070094820284
2021-11-05,0,-0.05,-0.9648397104446741,0,4,11,2021,5,-0.553886521081201
2021-11-06,0,0.0,-0.9648397104446741,0,5,11,2021,6,-0.5391012203079228
2021-11-07,0,-0.15,-0.9648397104446741,0,6,11,2021,7,-0.5834571226277573
2021-11-08,0,0.35,-0.9648397104446741,0,0,11,2021,8,-0.43560411489497564
2021-11-09,0,0.4,-0.9648397104446741,0,1,11,2021,9,-0.4208188141216974
2021-11-10,0,0.55,-0.9648397104446741,0,2,11,2021,10,-0.3764629118018629
2021-11-11,0,0.4,-0.9648397104446741,0,3,11,2021,11,-0.4208188141216974
2021-11-12,0,0.3,-0.9648397104446741,0,4,11,2021,12,-0.4503894156682538
2021-11-13,0,0.1,-0.9648397104446741,0,5,11,2021,13,-0.5095306187613665
2021-11-14,0,-0.15,-0.9648397104446741,0,6,11,2021,14,-0.5834571226277573
2021-11-15,0,0.3,-0.9648397104446741,0,0,11,2021,15,-0.4503894156682538
2021-11-16,0,0.5,-0.9648397104446741,0,1,11,2021,16,-0.39124821257514114
2021-11-17,0,0.5,-0.9648397104446741,0,2,11,2021,17,-0.39124821257514114
2021-11-18,0,0.45,-0.9648397104446741,0,3,11,2021,18,-0.4060335133484193
2021-11-19,0,0.15,-0.9648397104446741,0,4,11,2021,19,-0.4947453179880883
2021-11-20,0,0.4,-0.9648397104446741,0,5,11,2021,20,-0.4208188141216974
2021-11-21,0,0.15,-0.9648397104446741,0,6,11,2021,21,-0.4947453179880883
2021-11-22,0,0.15,-0.9648397104446741,0,0,11,2021,22,-0.4947453179880883
2021-11-23,0,0.55,-0.9648397104446741,0,1,11,2021,23,-0.3764629118018629
2021-11-24,0,0.9,-0.9648397104446741,0,2,11,2021,24,-0.27296580638891577
