date,item_id,sales,price,promo,weekday,month,revenue
2021-05-12,0,64,21.3,0,2,5,1363.2
2021-05-13,0,52,21.3,0,3,5,1107.6000000000001
2021-05-14,0,51,21.3,0,4,5,1086.3
2021-05-15,0,42,21.3,0,5,5,894.6
2021-05-16,0,42,21.3,0,6,5,894.6
2021-05-17,0,52,21.3,0,0,5,1107.6000000000001
2021-05-18,0,54,21.3,0,1,5,1150.2
2021-05-19,0,62,21.3,0,2,5,1320.6000000000001
2021-05-20,0,52,21.3,0,3,5,1107.6000000000001
2021-05-21,0,66,17.04,1,4,5,1124.6399999999999
2021-05-22,0,36,21.3,0,5,5,766.8000000000001
2021-05-23,0,46,21.3,0,6,5,979.8000000000001
2021-05-24,0,48,21.3,0,0,5,1022.4000000000001
2021-05-25,0,63,21.3,0,1,5,1341.9
2021-05-26,0,58,21.3,0,2,5,1235.4
2021-05-27,0,49,21.3,0,3,5,1043.7
2021-05-28,0,42,21.3,0,4,5,894.6
2021-05-29,0,44,21.3,0,5,5,937.2
2021-05-30,0,41,21.3,0,6,5,873.3000000000001
2021-05-31,0,47,21.3,0,0,5,1001.1
2021-06-01,0,57,21.3,0,1,6,1214.1000000000001
2021-06-02,0,60,21.3,0,2,6,1278.0
2021-06-03,0,56,21.3,0,3,6,1192.8
2021-06-04,0,48,21.3,0,4,6,1022.4000000000001
2021-06-05,0,38,21.3,0,5,6,809.4
2021-06-06,0,36,21.3,0,6,6,766.8000000000001
2021-06-07,0,47,21.3,0,0,6,1001.1
2021-06-08,0,56,21.3,0,1,6,1192.8
2021-06-09,0,54,21.3,0,2,6,1150.2
2021-06-10,0,48,21.3,0,3,6,1022.4000000000001
2021-06-11,0,44,21.3,0,4,6,937.2
2021-06-12,0,38,21.3,0,5,6,809.4
2021-06-13,0,39,21.3,0,6,6,830.7
2021-06-14,0,44,21.3,0,0,6,937.2
2021-06-15,0,79,17.04,1,1,6,1346.1599999999999
2021-06-16,0,52,21.3,0,2,6,1107.6000000000001
2021-06-17,0,77,17.04,1,3,6,1312.08
2021-06-18,0,45,21.3,0,4,6,958.5
2021-06-19,0,31,21.3,0,5,6,660.3000000000001
2021-06-20,0,35,21.3,0,6,6,745.5
2021-06-21,0,40,21.3,0,0,6,852.0
2021-06-22,0,50,21.3,0,1,6,1065.0
2021-06-23,0,53,21.3,0,2,6,1128.9
2021-06-24,0,44,21.3,0,3,6,937.2
2021-06-25,0,37,21.3,0,4,6,788.1
2021-06-26,0,32,21.3,0,5,6,681.6
2021-06-27,0,37,21.3,0,6,6,788.1
2021-06-28,0,44,21.3,0,0,6,937.2
2021-06-29,0,48,21.3,0,1,6,1022.4000000000001
2021-06-30,0,78,17.04,1,2,6,1329.12
2021-07-01,0,68,17.04,1,3,7,1158.72
2021-07-02,0,38,21.3,0,4,7,809.4
2021-07-03,0,39,21.3,0,5,7,830.7
2021-07-04,0,57,17.04,1,6,7,971.28
2021-07-05,0,38,21.3,0,0,7,809.4
2021-07-06,0,51,21.3,0,1,7,1086.3
2021-07-07,0,77,17.04,1,2,7,1312.08
2021-07-08,0,41,21.3,0,3,7,873.3000000000001
2021-07-09,0,40,21.3,0,4,7,852.0
2021-07-10,0,38,21.3,0,5,7,809.4
2021-07-11,0,48,17.04,1,6,7,817.92
2021-07-12,0,58,17.04,1,0,7,988.3199999999999
2021-07-13,0,73,17.04,1,1,7,1243.9199999999998
2021-07-14,0,49,21.3,0,2,7,1043.7
2021-07-15,0,45,21.3,0,3,7,958.5
2021-07-16,0,37,21.3,0,4,7,788.1
2021-07-17,0,33,21.3,0,5,7,702.9
2021-07-18,0,29,21.3,0,6,7,617.7
2021-07-19,0,42,21.3,0,0,7,894.6
2021-07-20,0,48,21.3,0,1,7,1022.4000000000001
2021-07-21,0,45,21.3,0,2,7,958.5
2021-07-22,0,42,21.3,0,3,7,894.6
2021-07-23,0,30,21.3,0,4,7,639.0
2021-07-24,0,32,21.3,0,5,7,681.6
2021-07-25,0,34,21.3,0,6,7,724.2
2021-07-26,0,37,21.3,0,0,7,788.1
2021-07-27,0,47,21.3,0,1,7,1001.1
2021-07-28,0,43,21.3,0,2,7,915.9
2021-07-29,0,42,21.3,0,3,7,894.6
2021-07-30,0,31,21.3,0,4,7,660.3000000000001
2021-07-31,0,29,21.3,0,5,7,617.7
2021-08-01,0,30,21.3,0,6,8,639.0
2021-08-02,0,37,21.3,0,0,8,788.1
2021-08-03,0,41,21.3,0,1,8,873.3000000000001
2021-08-04,0,42,21.3,0,2,8,894.6
2021-08-05,0,41,21.3,0,3,8,873.3000000000001
2021-08-06,0,31,21.3,0,4,8,660.3000000000001
2021-08-07,0,24,21.3,0,5,8,511.20000000000005
2021-08-08,0,35,21.3,0,6,8,745.5
2021-08-09,0,39,21.3,0,0,8,830.7
2021-08-10,0,57,17.04,1,1,8,971.28
2021-08-11,0,44,21.3,0,2,8,937.2
2021-08-12,0,55,17.04,1,3,8,937.1999999999999
2021-08-13,0,32,21.3,0,4,8,681.6
2021-08-14,0,28,21.3,0,5,8,596.4
2021-08-15,0,28,21.3,0,6,8,596.4
2021-08-16,0,32,21.3,0,0,8,681.6
2021-08-17,0,37,21.3,0,1,8,788.1
2021-08-18,0,37,21.3,0,2,8,788.1
2021-08-19,0,52,17.04,1,3,8,886.0799999999999
2021-08-20,0,30,21.3,0,4,8,639.0
2021-08-21,0,25,21.3,0,5,8,532.5
2021-08-22,0,30,21.3,0,6,8,639.0
2021-08-23,0,37,21.3,0,0,8,788.1
2021-08-24,0,36,21.3,0,1,8,766.8000000000001
2021-08-25,0,40,21.3,0,2,8,852.0
2021-08-26,0,37,21.3,0,3,8,788.1
2021-08-27,0,31,21.3,0,4,8,660.3000000000001
2021-08-28,0,26,21.3,0,5,8,553.8000000000001
2021-08-29,0,29,21.3,0,6,8,617.7
2021-08-30,0,33,21.3,0,0,8,702.9
2021-08-31,0,33,21.3,0,1,8,702.9
2021-09-01,0,60,17.04,1,2,9,1022.4
2021-09-02,0,37,21.3,0,3,9,788.1
2021-09-03,0,27,21.3,0,4,9,575.1
2021-09-04,0,25,21.3,0,5,9,532.5
2021-09-05,0,29,21.3,0,6,9,617.7
2021-09-06,0,46,17.04,1,0,9,783.8399999999999
2021-09-07,0,39,21.3,0,1,9,830.7
2021-09-08,0,44,21.3,0,2,9,937.2
2021-09-09,0,31,21.3,0,3,9,660.3000000000001
2021-09-10,0,24,21.3,0,4,9,511.20000000000005
2021-09-11,0,38,17.04,1,5,9,647.52
2021-09-12,0,28,21.3,0,6,9,596.4
2021-09-13,0,30,21.3,0,0,9,639.0
2021-09-14,0,40,21.3,0,1,9,852.0
2021-09-15,0,51,17.04,1,2,9,869.04
2021-09-16,0,35,21.3,0,3,9,745.5
2021-09-17,0,40,17.04,1,4,9,681.5999999999999
2021-09-18,0,30,21.3,0,5,9,639.0
2021-09-19,0,32,21.3,0,6,9,681.6
2021-09-20,0,28,21.3,0,0,9,596.4
2021-09-21,0,34,21.3,0,1,9,724.2
2021-09-22,0,39,21.3,0,2,9,830.7
2021-09-23,0,32,21.3,0,3,9,681.6
2021-09-24,0,28,21.3,0,4,9,596.4
2021-09-25,0,24,21.3,0,5,9,511.20000000000005
2021-09-26,0,20,21.3,0,6,9,426.0
2021-09-27,0,30,21.3,0,0,9,639.0
2021-09-28,0,50,17.04,1,1,9,852.0
2021-09-29,0,35,21.3,0,2,9,745.5
2021-09-30,0,54,17.04,1,3,9,920.16
2021-10-01,0,38,17.04,1,4,10,647.52
2021-10-02,0,27,21.3,0,5,10,575.1
2021-10-03,0,25,21.3,0,6,10,532.5
2021-10-04,0,29,21.3,0,0,10,617.7
2021-10-05,0,37,21.3,0,1,10,788.1
2021-10-06,0,37,21.3,0,2,10,788.1
2021-10-07,0,35,21.3,0,3,10,745.5
2021-10-08,0,31,21.3,0,4,10,660.3000000000001
2021-10-09,0,24,21.3,0,5,10,511.20000000000005
2021-10-10,0,24,21.3,0,6,10,511.20000000000005
2021-10-11,0,27,21.3,0,0,10,575.1
2021-10-12,0,33,21.3,0,1,10,702.9
2021-10-13,0,45,21.3,0,2,10,958.5
2021-10-14,0,37,21.3,0,3,10,788.1
2021-10-15,0,24,21.3,0,4,10,511.20000000000005
2021-10-16,0,21,21.3,0,5,10,447.3
2021-10-17,0,27,21.3,0,6,10,575.1
2021-10-18,0,48,17.04,1,0,10,817.92
2021-10-19,0,37,21.3,0,1,10,788.1
2021-10-20,0,36,21.3,0,2,10,766.8000000000001
2021-10-21,0,33,21.3,0,3,10,702.9
2021-10-22,0,30,21.3,0,4,10,639.0
2021-10-23,0,25,21.3,0,5,10,532.5
2021-10-24,0,20,21.3,0,6,10,426.0
2021-10-25,0,31,21.3,0,0,10,660.3000000000001
2021-10-26,0,34,21.3,0,1,10,724.2
2021-10-27,0,38,21.3,0,2,10,809.4
2021-10-28,0,44,21.3,0,3,10,937.2
2021-10-29,0,30,21.3,0,4,10,639.0
2021-10-30,0,25,21.3,0,5,10,532.5
2021-10-31,0,30,21.3,0,6,10,639.0
2021-11-01,0,34,21.3,0,0,11,724.2
2021-11-02,0,39,21.3,0,1,11,830.7
2021-11-03,0,41,21.3,0,2,11,873.3000000000001
2021-11-04,0,42,21.3,0,3,11,894.6
2021-11-05,0,27,21.3,0,4,11,575.1
2021-11-06,0,28,21.3,0,5,11,596.4
2021-11-07,0,25,21.3,0,6,11,532.5
2021-11-08,0,35,21.3,0,0,11,745.5
2021-11-09,0,36,21.3,0,1,11,766.8000000000001
2021-11-10,0,39,21.3,0,2,11,830.7
2021-11-11,0,36,21.3,0,3,11,766.8000000000001
2021-11-12,0,34,21.3,0,4,11,724.2
2021-11-13,0,30,21.3,0,5,11,639.0
2021-11-14,0,25,21.3,0,6,11,532.5
2021-11-15,0,34,21.3,0,0,11,724.2
2021-11-16,0,38,21.3,0,1,11,809.4
2021-11-17,0,38,21.3,0,2,11,809.4
2021-11-18,0,37,21.3,0,3,11,788.1
2021-11-19,0,31,21.3,0,4,11,660.3000000000001
2021-11-20,0,36,21.3,0,5,11,766.8000000000001
2021-11-21,0,31,21.3,0,6,11,660.3000000000001
2021-11-22,0,31,21.3,0,0,11,660.3000000000001
2021-11-23,0,39,21.3,0,1,11,830.7
2021-11-24,0,46,21.3,0,2,11,979.8000000000001
2021-11-25,0,45,21.3,0,3,11,958.5
2021-11-26,0,28,21.3,0,4,11,596.4
2021-11-27,0,24,21.3,0,5,11,511.20000000000005
2021-11-28,0,36,21.3,0,6,11,766.8000000000001
2021-11-29,0,38,21.3,0,0,11,809.4
2021-11-30,0,40,21.3,0,1,11,852.0
2021-12-01,0,46,21.3,0,2,12,979.8000000000001
2021-12-02,0,33,21.3,0,3,12,702.9
2021-12-03,0,34,21.3,0,4,12,724.2
2021-12-04,0,31,21.3,0,5,12,660.3000000000001
2021-12-05,0,35,21.3,0,6,12,745.5
2021-12-06,0,35,21.3,0,0,12,745.5
2021-12-07,0,67,17.04,1,1,12,1141.6799999999998
2021-12-08,0,43,21.3,0,2,12,915.9
2021-12-09,0,43,21.3,0,3,12,915.9
2021-12-10,0,33,21.3,0,4,12,702.9
2021-12-11,0,30,21.3,0,5,12,639.0
2021-12-12,0,30,21.3,0,6,12,639.0
2021-12-13,0,42,21.3,0,0,12,894.6
2021-12-14,0,49,21.3,0,1,12,1043.7
2021-12-15,0,47,21.3,0,2,12,1001.1
2021-12-16,0,66,17.04,1,3,12,1124.6399999999999
2021-12-17,0,33,21.3,0,4,12,702.9
2021-12-18,0,32,21.3,0,5,12,681.6
2021-12-19,0,52,17.04,1,6,12,886.0799999999999
2021-12-20,0,49,21.3,0,0,12,1043.7
2021-12-21,0,69,17.04,1,1,12,1175.76
2021-12-22,0,54,21.3,0,2,12,1150.2
2021-12-23,0,49,21.3,0,3,12,1043.7
2021-12-24,0,39,21.3,0,4,12,830.7
2021-12-25,0,39,21.3,0,5,12,830.7
2021-12-26,0,37,21.3,0,6,12,788.1
2021-12-27,0,44,21.3,0,0,12,937.2
2021-12-28,0,50,21.3,0,1,12,1065.0
2021-12-29,0,55,21.3,0,2,12,1171.5
2021-12-30,0,51,21.3,0,3,12,1086.3
2021-12-31,0,38,21.3,0,4,12,809.4
2022-01-01,0,49,17.04,1,5,1,834.9599999999999
2022-01-02,0,55,17.04,1,6,1,937.1999999999999
2022-01-03,0,42,21.3,0,0,1,894.6
2022-01-04,0,52,21.3,0,1,1,1107.6000000000001
2022-01-05,0,57,21.3,0,2,1,1214.1000000000001
2022-01-06,0,48,21.3,0,3,1,1022.4000000000001
2022-01-07,0,41,21.3,0,4,1,873.3000000000001
2022-01-08,0,37,21.3,0,5,1,788.1
2022-01-09,0,41,21.3,0,6,1,873.3000000000001
2022-01-10,0,39,21.3,0,0,1,830.7
2022-01-11,0,52,21.3,0,1,1,1107.6000000000001
2022-01-12,0,56,21.3,0,2,1,1192.8
2022-01-13,0,54,21.3,0,3,1,1150.2
2022-01-14,0,63,17.04,1,4,1,1073.52
2022-01-15,0,32,21.3,0,5,1,681.6
2022-01-16,0,42,21.3,0,6,1,894.6
2022-01-17,0,46,21.3,0,0,1,979.8000000000001
2022-01-18,0,52,21.3,0,1,1,1107.6000000000001
2022-01-19,0,56,21.3,0,2,1,1192.8
2022-01-20,0,52,21.3,0,3,1,1107.6000000000001
2022-01-21,0,43,21.3,0,4,1,915.9
2022-01-22,0,33,21.3,0,5,1,702.9
2022-01-23,0,44,21.3,0,6,1,937.2
2022-01-24,0,53,21.3,0,0,1,1128.9
2022-01-25,0,88,17.04,1,1,1,1499.52
2022-01-26,0,56,21.3,0,2,1,1192.8
2022-01-27,0,54,21.3,0,3,1,1150.2
2022-01-28,0,69,17.04,1,4,1,1175.76
2022-01-29,0,42,21.3,0,5,1,894.6
2022-01-30,0,45,21.3,0,6,1,958.5
2022-01-31,0,49,21.3,0,0,1,1043.7
2022-02-01,0,59,21.3,0,1,2,1256.7
2022-02-02,0,93,17.04,1,2,2,1584.72
2022-02-03,0,60,21.3,0,3,2,1278.0
2022-02-04,0,49,21.3,0,4,2,1043.7
2022-02-05,0,44,21.3,0,5,2,937.2
2022-02-06,0,44,21.3,0,6,2,937.2
2022-02-07,0,56,21.3,0,0,2,1192.8
2022-02-08,0,62,21.3,0,1,2,1320.6000000000001
2022-02-09,0,60,21.3,0,2,2,1278.0
2022-02-10,0,61,21.3,0,3,2,1299.3
2022-02-11,0,50,21.3,0,4,2,1065.0
2022-02-12,0,63,17.04,1,5,2,1073.52
2022-02-13,0,43,21.3,0,6,2,915.9
2022-02-14,0,54,21.3,0,0,2,1150.2
2022-02-15,0,63,21.3,0,1,2,1341.9
2022-02-16,0,65,21.3,0,2,2,1384.5
2022-02-17,0,59,21.3,0,3,2,1256.7
2022-02-18,0,54,21.3,0,4,2,1150.2
2022-02-19,0,47,21.3,0,5,2,1001.1
2022-02-20,0,46,21.3,0,6,2,979.8000000000001
2022-02-21,0,57,21.3,0,0,2,1214.1000000000001
2022-02-22,0,92,17.04,1,1,2,1567.6799999999998
2022-02-23,0,67,21.3,0,2,2,1427.1000000000001
2022-02-24,0,65,21.3,0,3,2,1384.5
2022-02-25,0,50,21.3,0,4,2,1065.0
2022-02-26,0,42,21.3,0,5,2,894.6
2022-02-27,0,45,21.3,0,6,2,958.5
2022-02-28,0,52,21.3,0,0,2,1107.6000000000001
2022-03-01,0,62,21.3,0,1,3,1320.6000000000001
2022-03-02,0,65,21.3,0,2,3,1384.5
2022-03-03,0,56,21.3,0,3,3,1192.8
2022-03-04,0,51,21.3,0,4,3,1086.3
2022-03-05,0,48,21.3,0,5,3,1022.4000000000001
2022-03-06,0,45,21.3,0,6,3,958.5
2022-03-07,0,61,21.3,0,0,3,1299.3
2022-03-08,0,67,21.3,0,1,3,1427.1000000000001
2022-03-09,0,71,21.3,0,2,3,1512.3
2022-03-10,0,59,21.3,0,3,3,1256.7
2022-03-11,0,54,21.3,0,4,3,1150.2
2022-03-12,0,42,21.3,0,5,3,894.6
2022-03-13,0,51,21.3,0,6,3,1086.3
2022-03-14,0,57,21.3,0,0,3,1214.1000000000001
2022-03-15,0,68,21.3,0,1,3,1448.4
2022-03-16,0,65,21.3,0,2,3,1384.5
2022-03-17,0,59,21.3,0,3,3,1256.7
2022-03-18,0,54,21.3,0,4,3,1150.2
2022-03-19,0,43,21.3,0,5,3,915.9
2022-03-20,0,50,21.3,0,6,3,1065.0
2022-03-21,0,53,21.3,0,0,3,1128.9
2022-03-22,0,69,21.3,0,1,3,1469.7
2022-03-23,0,99,17.04,1,2,3,1686.9599999999998
2022-03-24,0,64,21.3,0,3,3,1363.2
2022-03-25,0,54,21.3,0,4,3,1150.2
2022-03-26,0,44,21.3,0,5,3,937.2
2022-03-27,0,50,21.3,0,6,3,1065.0
2022-03-28,0,58,21.3,0,0,3,1235.4
2022-03-29,0,65,21.3,0,1,3,1384.5
2022-03-30,0,66,21.3,0,2,3,1405.8
2022-03-31,0,57,21.3,0,3,3,1214.1000000000001
2022-04-01,0,54,21.3,0,4,4,1150.2
2022-04-02,0,42,21.3,0,5,4,894.6
2022-04-03,0,49,21.3,0,6,4,1043.7
2022-04-04,0,57,21.3,0,0,4,1214.1000000000001
2022-04-05,0,69,21.3,0,1,4,1469.7
2022-04-06,0,68,21.3,0,2,4,1448.4
2022-04-07,0,62,21.3,0,3,4,1320.6000000000001
2022-04-08,0,55,21.3,0,4,4,1171.5
2022-04-09,0,47,21.3,0,5,4,1001.1
2022-04-10,0,50,21.3,0,6,4,1065.0
2022-04-11,0,59,21.3,0,0,4,1256.7
2022-04-12,0,62,21.3,0,1,4,1320.6000000000001
2022-04-13,0,71,21.3,0,2,4,1512.3
2022-04-14,0,64,21.3,0,3,4,1363.2
2022-04-15,0,49,21.3,0,4,4,1043.7
2022-04-16,0,69,17.04,1,5,4,1175.76
2022-04-17,0,48,21.3,0,6,4,1022.4000000000001
2022-04-18,0,57,21.3,0,0,4,1214.1000000000001
2022-04-19,0,67,21.3,0,1,4,1427.1000000000001
2022-04-20,0,73,21.3,0,2,4,1554.9
2022-04-21,0,65,21.3,0,3,4,1384.5
2022-04-22,0,48,21.3,0,4,4,1022.4000000000001
2022-04-23,0,48,21.3,0,5,4,1022.4000000000001
2022-04-24,0,52,21.3,0,6,4,1107.6000000000001
2022-04-25,0,58,21.3,0,0,4,1235.4
2022-04-26,0,69,21.3,0,1,4,1469.7
2022-04-27,0,74,21.3,0,2,4,1576.2
2022-04-28,0,64,21.3,0,3,4,1363.2
2022-04-29,0,52,21.3,0,4,4,1107.6000000000001
2022-04-30,0,48,21.3,0,5,4,1022.4000000000001
2022-05-01,0,48,21.3,0,6,5,1022.4000000000001
2022-05-02,0,56,21.3,0,0,5,1192.8
2022-05-03,0,64,21.3,0,1,5,1363.2
2022-05-04,0,71,21.3,0,2,5,1512.3
2022-05-05,0,58,21.3,0,3,5,1235.4
2022-05-06,0,55,21.3,0,4,5,1171.5
2022-05-07,0,46,21.3,0,5,5,979.8000000000001
2022-05-08,0,43,21.3,0,6,5,915.9
2022-05-09,0,84,17.04,1,0,5,1431.36
2022-05-10,0,57,21.3,0,1,5,1214.1000000000001
2022-05-11,0,68,21.3,0,2,5,1448.4
2022-05-12,0,62,21.3,0,3,5,1320.6000000000001
2022-05-13,0,48,21.3,0,4,5,1022.4000000000001
2022-05-14,0,44,21.3,0,5,5,937.2
2022-05-15,0,52,21.3,0,6,5,1107.6000000000001
2022-05-16,0,53,21.3,0,0,5,1128.9
2022-05-17,0,59,21.3,0,1,5,1256.7
2022-05-18,0,101,17.04,1,2,5,1721.04
2022-05-19,0,94,17.04,1,3,5,1601.76
2022-05-20,0,49,21.3,0,4,5,1043.7
2022-05-21,0,46,21.3,0,5,5,979.8000000000001
2022-05-22,0,49,21.3,0,6,5,1043.7
2022-05-23,0,51,21.3,0,0,5,1086.3
2022-05-24,0,60,21.3,0,1,5,1278.0
2022-05-25,0,67,21.3,0,2,5,1427.1000000000001
2022-05-26,0,62,21.3,0,3,5,1320.6000000000001
2022-05-27,0,50,21.3,0,4,5,1065.0
2022-05-28,0,39,21.3,0,5,5,830.7
2022-05-29,0,50,21.3,0,6,5,1065.0
2022-05-30,0,50,21.3,0,0,5,1065.0
2022-05-31,0,59,21.3,0,1,5,1256.7
2022-06-01,0,63,21.3,0,2,6,1341.9
2022-06-02,0,88,17.04,1,3,6,1499.52
2022-06-03,0,49,21.3,0,4,6,1043.7
2022-06-04,0,42,21.3,0,5,6,894.6
2022-06-05,0,44,21.3,0,6,6,937.2
2022-06-06,0,51,21.3,0,0,6,1086.3
2022-06-07,0,60,21.3,0,1,6,1278.0
2022-06-08,0,52,21.3,0,2,6,1107.6000000000001
2022-06-09,0,53,21.3,0,3,6,1128.9
